timestamp_sec,timestamp_nanosec,orient_x,orient_y,orient_z,orient_w,ang_vel_x,ang_vel_y,ang_vel_z,lin_accel_x,lin_accel_y,lin_accel_z,mag_x,mag_y,mag_z,temperature_celsius,wifi_ssid,wifi_signal_strength
1762542606,784194801,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0011111111111111111,0.0,0.0,0.01,0.03,-0.09,-4.1875e-06,-3.375e-06,-5.50625e-05,,TP-Link_C53A,-25
1762542606,884444542,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,-0.0011111111111111111,0.0,0.0,0.0,0.0,-0.11,-4.875e-06,-3.375e-06,-5.55625e-05,,TP-Link_C53A,-25
1762542606,984205560,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,-0.0011111111111111111,-0.0022222222222222222,-0.0011111111111111111,0.01,0.0,-1.38,-5.25e-06,-3.375e-06,-5.55625e-05,,TP-Link_C53A,-25
1762542607,83496912,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,-0.0033333333333333335,-0.0022222222222222222,0.0,0.03,0.0,-0.12,-4.5625e-06,-3.75e-06,-5.5875e-05,,TP-Link_C53A,-25
1762542607,183524931,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.01,0.0,-0.1,-3.75e-06,-2.5625e-06,-5.50625e-05,,TP-Link_C53A,-25
1762542607,283430894,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.0,0.0,-0.1,-4.5625e-06,-3.75e-06,-5.5875e-05,,TP-Link_C53A,-25
1762542607,383688745,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,-0.0022222222222222222,-0.0022222222222222222,0.0,0.0,0.0,-0.12,-4.5625e-06,-3.75e-06,-5.6375e-05,,TP-Link_C53A,-25
1762542607,485707208,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,-0.0033333333333333335,0.0,0.0,0.01,-0.09,-4.1875e-06,-4.0625e-06,-5.5875e-05,,TP-Link_C53A,-25
1762542607,584153245,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,-0.0011111111111111111,0.0011111111111111111,0.0,0.0,0.0,-0.09,-4.1875e-06,-3.375e-06,-5.725e-05,,TP-Link_C53A,-25
1762542607,683073708,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,-0.0022222222222222222,0.0,0.0,0.01,0.0,-0.09,-4.1875e-06,-3.75e-06,-5.675e-05,,TP-Link_C53A,-25
1762542607,782812078,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,-0.0011111111111111111,0.0,0.0,0.02,0.0,-0.08,-3.75e-06,-4.0625e-06,-5.46875e-05,,TP-Link_C53A,-25
1762542607,882396041,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.02,0.0,-0.1,-5.25e-06,-3e-06,-5.55625e-05,,TP-Link_C53A,-25
1762542607,982257578,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,-0.0011111111111111111,0.0,0.02,0.0,-0.09,-3.375e-06,-3.375e-06,-5.725e-05,,TP-Link_C53A,-25
1762542608,71919560,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.0,0.0,-0.12,-4.5625e-06,-3.375e-06,-5.5875e-05,,TP-Link_C53A,-25
1762542608,182610949,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.0,0.0,-0.1,-4.5625e-06,-3.375e-06,-5.55625e-05,,TP-Link_C53A,-25
1762542608,284137597,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0011111111111111111,-0.0011111111111111111,0.0,0.0,-0.1,-4.875e-06,-3.75e-06,-5.675e-05,,TP-Link_C53A,-25
1762542608,372487708,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,-0.0011111111111111111,0.0,0.01,0.01,-0.06,-3.75e-06,-4.0625e-06,-5.6375e-05,,TP-Link_C53A,-25
1762542608,482281541,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.0,0.0,-0.1,-4.875e-06,-4.0625e-06,-5.725e-05,,TP-Link_C53A,-25
1762542608,583729263,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.0,0.0,-0.14,-4.875e-06,-3.375e-06,-5.675e-05,,TP-Link_C53A,-25
1762542608,672972985,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0011111111111111111,0.0,0.0,-0.08,-4.5625e-06,-3.75e-06,-5.76875e-05,,TP-Link_C53A,-25
1762542608,790136930,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,-0.01,-0.03,-0.07,-4.875e-06,-4.5e-06,-5.725e-05,,TP-Link_C53A,-25
1762542608,889953078,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.0,0.01,-0.1,-4.1875e-06,-3.375e-06,-5.5875e-05,,TP-Link_C53A,-25
1762542608,979970744,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,-0.0033333333333333335,0.0022222222222222222,0.0,0.01,-0.01,-0.11,-4.875e-06,-4.0625e-06,-5.5875e-05,,TP-Link_C53A,-25
1762542609,91127689,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0011111111111111111,0.0,0.02,0.0,-0.1,-4.5625e-06,-3.75e-06,-5.6375e-05,,TP-Link_C53A,-25
1762542609,189338967,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.0,0.0,-0.08,-4.1875e-06,-3e-06,-5.675e-05,,TP-Link_C53A,-25
1762542609,289099115,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,-0.0011111111111111111,0.0,0.0,-0.01,-0.08,-4.1875e-06,-3.375e-06,-5.6e-05,,TP-Link_C53A,-25
1762542609,389469800,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,-0.0033333333333333335,0.0,0.01,0.0,-0.07,-3.75e-06,-3e-06,-5.6375e-05,,TP-Link_C53A,-25
1762542609,488450318,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0044444444444444444,0.0,0.0,0.0,-0.11,-4.875e-06,-3e-06,-5.675e-05,,TP-Link_C53A,-25
1762542609,588627726,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0011111111111111111,0.0,0.0,0.0,0.0,-0.12,-4.1875e-06,-4.0625e-06,-5.6375e-05,,TP-Link_C53A,-25
1762542609,689130300,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,-0.0011111111111111111,0.0,0.01,-0.01,-0.08,-4.875e-06,-3e-06,-5.675e-05,,TP-Link_C53A,-25
1762542609,788021670,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.0,0.0,-0.09,-4.5625e-06,-3.375e-06,-5.6375e-05,,TP-Link_C53A,-25
1762542609,888259744,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.0,0.0,-0.1,-4.1875e-06,-3e-06,-5.6375e-05,,TP-Link_C53A,-25
1762542609,987734948,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0011111111111111111,0.0,0.01,0.0,-0.07,-3.75e-06,-3.375e-06,-5.6375e-05,,TP-Link_C53A,-25
1762542610,87774873,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.01,0.0,-0.09,-4.1875e-06,-2.5625e-06,-5.85625e-05,,TP-Link_C53A,-25
1762542610,187509059,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,-0.0011111111111111111,-0.0022222222222222222,0.0,0.02,0.02,-0.09,-5.6875e-06,-3.75e-06,-5.5875e-05,,TP-Link_C53A,-25
1762542610,287016725,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,-0.0011111111111111111,0.0,0.02,0.0,-0.06,-4.875e-06,-4.0625e-06,-5.6875e-05,,TP-Link_C53A,-25
1762542610,386625299,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0011111111111111111,0.0,0.01,0.0,-0.09,-4.5625e-06,-3e-06,-5.5875e-05,,TP-Link_C53A,-25
1762542610,487139299,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0022222222222222222,0.0,0.02,0.0,-0.1,-4.1875e-06,-2.5625e-06,-5.46875e-05,,TP-Link_C53A,-25
1762542610,587684095,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0011111111111111111,0.0,0.01,0.0,-0.12,-4.5625e-06,-3.375e-06,-5.55625e-05,,TP-Link_C53A,-25
1762542610,682818892,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,-0.0033333333333333335,0.0,0.0,0.0,-0.12,-4.875e-06,-3.375e-06,-5.55625e-05,,TP-Link_C53A,-25
1762542610,787289299,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0011111111111111111,0.0,0.0,0.0,-0.06,-4.875e-06,-4.0625e-06,-5.50625e-05,,TP-Link_C53A,-25
1762542610,886690447,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,-0.01,0.0,-0.12,-4.5625e-06,-3.375e-06,-5.6e-05,,TP-Link_C53A,-26
1762542610,985643799,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,-0.0011111111111111111,0.0,0.0011111111111111111,0.01,0.0,-0.1,-4.1875e-06,-4.0625e-06,-5.675e-05,,TP-Link_C53A,-26
1762542611,85954688,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.01,0.0,-0.1,-4.5625e-06,-3e-06,-5.725e-05,,TP-Link_C53A,-26
1762542611,185383039,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0011111111111111111,0.0,-0.0011111111111111111,0.01,0.0,-0.1,-4.5625e-06,-3.375e-06,-5.5875e-05,,TP-Link_C53A,-26
1762542611,284850373,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.01,0.0,-0.11,-4.875e-06,-3.75e-06,-5.6375e-05,,TP-Link_C53A,-26
1762542611,384747225,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,-0.0011111111111111111,0.0,0.0,0.0,0.0,-0.08,-4.875e-06,-3e-06,-5.6e-05,,TP-Link_C53A,-25
1762542611,485147558,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,-0.0011111111111111111,-0.0011111111111111111,0.0,0.0,0.0,-0.1,-4.5625e-06,-3.375e-06,-5.55625e-05,,TP-Link_C53A,-25
1762542611,584045965,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,-0.0011111111111111111,0.0,0.0,0.0,-0.08,-4.1875e-06,-3.75e-06,-5.675e-05,,TP-Link_C53A,-25
1762542611,684183724,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.02,-0.01,-0.06,-3.375e-06,-4.0625e-06,-5.725e-05,,TP-Link_C53A,-25
1762542611,784224724,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,-0.0011111111111111111,0.0,0.0,0.02,0.0,-0.09,-4.1875e-06,-3.375e-06,-5.55625e-05,,TP-Link_C53A,-26
1762542611,883829520,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0022222222222222222,0.01,-0.01,-0.08,-3.75e-06,-3.375e-06,-5.725e-05,,TP-Link_C53A,-26
1762542611,984651965,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,-0.0011111111111111111,0.01,-0.01,-0.09,-4.5625e-06,-3e-06,-5.6375e-05,,TP-Link_C53A,-26
1762542612,83935965,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.01,-0.01,-0.11,-5.25e-06,-4.0625e-06,-5.55625e-05,,TP-Link_C53A,-26
1762542612,183261354,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,-0.0011111111111111111,0.0,0.0,0.01,0.0,-0.08,-4.875e-06,-3e-06,-5.6375e-05,,TP-Link_C53A,-26
1762542612,283311817,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0011111111111111111,0.0,0.0,0.0,-0.12,-4.5625e-06,-4.0625e-06,-5.675e-05,,TP-Link_C53A,-26
1762542612,383356650,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,-0.0022222222222222222,-0.0033333333333333335,-0.0011111111111111111,0.03,0.01,-0.07,-4.1875e-06,-3.75e-06,-5.55625e-05,,TP-Link_C53A,-26
1762542612,482664483,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,-0.0011111111111111111,0.0,0.02,0.0,-0.1,-4.5625e-06,-3.375e-06,-5.675e-05,,TP-Link_C53A,-26
1762542612,582573539,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,-0.0011111111111111111,0.0,0.0,0.0,-0.07,-4.1875e-06,-3.75e-06,-5.675e-05,,TP-Link_C53A,-26
1762542612,682295094,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,-0.0011111111111111111,0.0011111111111111111,0.0,0.01,0.0,-0.08,-5.25e-06,-3.375e-06,-5.675e-05,,TP-Link_C53A,-26
1762542612,782044705,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,-0.0011111111111111111,0.0,0.0,0.0,-0.12,-3.375e-06,-3e-06,-5.725e-05,,TP-Link_C53A,-26
1762542612,882058446,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0011111111111111111,0.0,0.0,0.0,-0.09,-4.5625e-06,-3.375e-06,-5.55625e-05,,TP-Link_C53A,-26
1762542612,982144168,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.0,0.0,-0.1,-4.5625e-06,-3.75e-06,-5.6375e-05,,TP-Link_C53A,-26
1762542613,72145872,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0011111111111111111,0.0,0.0,0.0,-0.11,-4.1875e-06,-3e-06,-5.725e-05,,TP-Link_C53A,-26
1762542613,182416890,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0011111111111111111,-0.0011111111111111111,0.0,0.0,-0.12,-4.5625e-06,-3.75e-06,-5.725e-05,,TP-Link_C53A,-25
1762542613,291533094,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0033333333333333335,0.0011111111111111111,-0.02,0.0,-0.09,-3.375e-06,-3.75e-06,-5.80625e-05,,TP-Link_C53A,-25
1762542613,372826983,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0011111111111111111,0.0,0.0,0.02,-0.01,-0.11,-4.875e-06,-3.75e-06,-5.6375e-05,,TP-Link_C53A,-25
1762542613,482234668,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,-0.01,0.0,-0.08,-4.1875e-06,-3e-06,-5.6e-05,,TP-Link_C53A,-26
1762542613,582155964,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,-0.0022222222222222222,0.0,0.0,0.0,-0.11,-4.1875e-06,-3.375e-06,-5.55625e-05,,TP-Link_C53A,-25
1762542613,690599538,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.0,0.0,-0.11,-4.875e-06,-3e-06,-5.675e-05,,TP-Link_C53A,-25
1762542613,790862519,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.0,-0.01,-0.06,-4.5625e-06,-3.375e-06,-5.6375e-05,,TP-Link_C53A,-25
1762542613,885334890,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0022222222222222222,0.0,0.0,0.0,-0.1,-4.1875e-06,-3.375e-06,-5.6875e-05,,TP-Link_C53A,-25
1762542613,990306241,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.01,0.0,-0.1,-4.5625e-06,-4.0625e-06,-5.76875e-05,,TP-Link_C53A,-25
1762542614,89531427,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,-0.0011111111111111111,0.0,0.01,-0.03,-0.09,-4.1875e-06,-3.375e-06,-5.6375e-05,,TP-Link_C53A,-26
1762542614,189390389,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0011111111111111111,0.0,0.0,0.0,0.0,-0.07,-4.5625e-06,-3.375e-06,-5.725e-05,,TP-Link_C53A,-25
1762542614,290526815,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0011111111111111111,0.0,0.0,0.02,0.0,-0.09,-4.1875e-06,-3.75e-06,-5.50625e-05,,TP-Link_C53A,-25
1762542614,389087500,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.01,-0.01,-0.07,-4.1875e-06,-3.75e-06,-5.675e-05,,TP-Link_C53A,-25
1762542614,489266037,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,-0.0011111111111111111,0.0,-0.01,0.02,-0.1,-3.75e-06,-3e-06,-5.675e-05,,TP-Link_C53A,-25
1762542614,568442611,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0033333333333333335,0.0,0.0,0.0,0.0,-0.11,-4.5625e-06,-3.75e-06,-5.6e-05,,TP-Link_C53A,-25
1762542614,689232611,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0011111111111111111,-0.0011111111111111111,0.0011111111111111111,0.0,0.0,-0.09,-4.875e-06,-3.375e-06,-5.5875e-05,,TP-Link_C53A,-25
1762542614,788066241,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.0,0.0,-0.07,-4.5625e-06,-3.375e-06,-5.55625e-05,,TP-Link_C53A,-25
1762542614,888069834,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.01,0.0,-0.06,-4.875e-06,-3.375e-06,-5.6375e-05,,TP-Link_C53A,-25
1762542614,987998259,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,-0.0011111111111111111,0.0,0.01,0.0,-0.11,-4.1875e-06,-3.75e-06,-5.50625e-05,,TP-Link_C53A,-25
1762542615,87431482,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0022222222222222222,0.0,0.0,-0.01,-0.1,-4.1875e-06,-3.75e-06,-5.6375e-05,,TP-Link_C53A,-25
1762542615,178206315,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0022222222222222222,0.0,0.01,0.0,-0.08,-3.375e-06,-3.375e-06,-5.50625e-05,,TP-Link_C53A,-25
1762542615,287537352,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.0,0.0,-0.1,-4.1875e-06,-3.375e-06,-5.475e-05,,TP-Link_C53A,-25
