timestamp_sec,timestamp_nanosec,orient_x,orient_y,orient_z,orient_w,ang_vel_x,ang_vel_y,ang_vel_z,lin_accel_x,lin_accel_y,lin_accel_z,mag_x,mag_y,mag_z,temperature_celsius,wifi_ssid,wifi_signal_strength
1762542604,878824858,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,-0.008888888888888889,0.0,-0.04,-0.03,-0.11,-4.875e-06,-3.375e-06,-5.6375e-05,,TP-Link_C53A,-25
1762542604,979611691,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,-0.0022222222222222222,0.0,0.01,-0.01,-0.07,-4.875e-06,-3.75e-06,-5.6375e-05,,TP-Link_C53A,-25
1762542605,87671580,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,-0.0022222222222222222,0.0,0.0,0.0,-0.13,-4.5625e-06,-3e-06,-5.725e-05,,TP-Link_C53A,-25
1762542605,188960043,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,-0.0033333333333333335,0.0,0.01,0.0,-0.11,-4.1875e-06,-3.75e-06,-5.55625e-05,,TP-Link_C53A,-25
1762542605,278871839,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.0,0.0,-0.08,-4.5625e-06,-3.75e-06,-5.6375e-05,,TP-Link_C53A,-25
1762542605,387034173,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.0,0.0,-0.14,-4.5625e-06,-3e-06,-5.46875e-05,,TP-Link_C53A,-25
1762542605,481834321,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0011111111111111111,0.0,-0.03,-0.09,-5.25e-06,-4.0625e-06,-5.76875e-05,,TP-Link_C53A,-25
1762542605,586938154,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.05,0.0,-0.1,-4.1875e-06,-3.375e-06,-5.76875e-05,,TP-Link_C53A,-25
1762542605,686859524,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,-0.0011111111111111111,0.0,0.0,0.0,0.0,-0.11,-4.1875e-06,-3.375e-06,-5.6375e-05,,TP-Link_C53A,-25
1762542605,786308783,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.0,0.0,-0.11,-5.25e-06,-3.75e-06,-5.725e-05,,TP-Link_C53A,-25
1762542605,886560006,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.0,0.01,-0.08,-4.5625e-06,-4.5e-06,-5.725e-05,,TP-Link_C53A,-25
1762542605,985279209,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,-0.0033333333333333335,0.0,0.0,0.0,-0.08,-4.5625e-06,-2.5625e-06,-5.6375e-05,,TP-Link_C53A,-25
1762542606,86787728,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,-0.01,0.0,-0.11,-3.375e-06,-4.5e-06,-5.80625e-05,,TP-Link_C53A,-25
1762542606,186474913,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0011111111111111111,0.0,0.01,0.01,-0.11,-3.75e-06,-3.375e-06,-5.6375e-05,,TP-Link_C53A,-25
1762542606,286500894,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,-0.02,0.0,-0.11,-4.5625e-06,-3.375e-06,-5.675e-05,,TP-Link_C53A,-25
1762542606,385983302,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0011111111111111111,0.0,0.0,0.0,-0.01,-0.12,-4.1875e-06,-3.375e-06,-5.5875e-05,,TP-Link_C53A,-25
1762542606,485833598,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0022222222222222222,0.0,0.0,-0.09,-3.75e-06,-3e-06,-5.5875e-05,,TP-Link_C53A,-25
1762542606,584987357,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0011111111111111111,0.0,0.01,0.0,-0.1,-4.1875e-06,-4.0625e-06,-5.5875e-05,,TP-Link_C53A,-25
1762542606,684514987,0.020263851123777432,-0.013488888850466303,6.103569615595612e-05,0.9997036673384053,0.0,0.0,0.0,0.02,0.0,-0.09,-4.5625e-06,-3e-06,-5.675e-05,,TP-Link_C53A,-25
